"Name","Site","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","climstanm","upedonid","pedlabsampnum"
"Johnson Farm",2111,"Nebraska","SCAN","Chase",3341,40.37042,-101.7201,"102500040102","Johnson Farm","S06NE029001","06N0062"
"Johnsons Camp",1036,"Alaska","SNOTEL","Nome",25,64.5646,-164.29257,"190501042003",NA,NA,NA
"Jones Corral",1099,"Utah","SNOTEL","Garfield",9749,38.07125,-112.16788,"160300020507",NA,NA,NA
"Jones Pass",970,"Colorado","SNOTEL","Grand",10400,39.7645,-105.90623,"140100010402",NA,NA,NA
"Jordan",2121,"Montana","SCAN","Garfield",2820,47.522,-107.12731,"100401041801","Jordan","S2006MT033001","08N0152"
"Jordan Valley Cwma",2148,"Idaho","SCAN","Owyhee",4508,42.94863,-117.0106,"170501080405",NA,NA,NA
"Jornada Exp Range",2168,"New Mexico","SCAN","Dona Ana",4360,32.5566,-106.69997,"130301030502","Jornada Exp Range","S2009NM013011","10N0133"
"Journagan Ranch",2194,"Missouri","SCAN","Douglas",1106,36.9973,-92.2594,"110100060102","Journagan Ranch","S2012MO067001","12N8070"
"Jump Off Joe",552,"Oregon","SNOTEL","Linn",3520,44.38605,-122.16683,"170900060201",NA,NA,NA
"June Lake",553,"Washington","SNOTEL","Skamania",3440,46.14778,-122.15413,"170800020304",NA,NA,NA
"Kainaliu",2096,"Hawaii","SCAN","Hawaii",1364,19.53322,-155.92914,"200100001102","Kainaliu","S2005HI001001","05N0573"
"Kalamazoo",1150,"Nevada","SNOTEL","White Pine",7775,39.5579,-114.62762,"160600080700",NA,NA,NA
"Kantishna",1072,"Alaska","SNOTEL","Denali",1550,63.54167,-150.994,"190803101805",NA,NA,NA
"Kanuti Lake",2212,"Alaska","SCAN","Yukon-Koyukuk",524,66.177,-151.742,"190901040707","Kanuti Lake","S2014AK290011","15N0705"
"Kelley R.S.",554,"Wyoming","SNOTEL","Lincoln",8180,42.26554,-110.80177,"140401070501",NA,NA,NA
"Kelly Station",1175,"Alaska","SNOTEL","Northwest Arctic",310,67.93333,-162.28333,"190504030802",NA,NA,NA
"Kemole Gulch",2103,"Hawaii","SCAN","Hawaii",4163,19.91475,-155.59102,"200100001403","Kemole Gulch","S05HI001008","05N0580"
"Kenai Moose Pens",966,"Alaska","SNOTEL","Kenai Peninsula",300,60.727,-150.47517,"190203021601",NA,NA,NA
"Kendall R.S.",555,"Wyoming","SNOTEL","Sublette",7740,43.2493,-110.01662,"140401010302",NA,NA,NA
"Kilfoil Creek",1145,"Utah","SNOTEL","Morgan",7220,41.24764,-111.41249,"160201010603","Kilfoil Creek","S2010UT029002","11N0369"
"Kiln",556,"Colorado","SNOTEL","Pitkin",9600,39.31724,-106.61453,"140100040504",NA,NA,NA
"Kimberly Mine",557,"Utah","SNOTEL","Piute",9101,38.48383,-112.39273,"160300030104",NA,NA,NA
"King Mountain",558,"Oregon","SNOTEL","Jackson",4340,42.72395,-123.20037,"171003020701",NA,NA,NA
"Kings Cabin",559,"Utah","SNOTEL","Uintah",8728,40.71632,-109.54401,"140600100303",NA,NA,NA
"Kingsville",2206,"Texas","SCAN","Kleberg",67,27.54945,-97.88223,"121102040409","Kingsville","S2012TX273017","12N8294"
"Kirwin",560,"Wyoming","SNOTEL","Park",9550,43.86067,-109.32163,"100800090101",NA,NA,NA
"Klondike Narrows",1115,"Utah","SNOTEL","Cache",7250,41.96769,-111.59713,"160102030302","Klondike Narrows","S2009UT005002","09N1047"
"Knox City",2201,"Texas","SCAN","Knox",1448,33.44635,-99.86657,"120601010206","Knox City","S2012TX275001","12N8036"
"Kolob",561,"Utah","SNOTEL","Iron",9263,37.52664,-113.05386,"150100080102",NA,NA,NA
"Koptis Farms",2180,"Alabama","SCAN","Baldwin",135,30.5238,-87.69797,"031602050202","Koptis Farms","S2010AL003001","11N6976"
"Kraft Creek",562,"Montana","SNOTEL","Missoula",4750,47.42749,-113.77515,"170102110104",NA,NA,NA
"Ku-Nesa",2147,"Kansas","SCAN","Jefferson",1102,39.05141,-95.19128,"102701040502",NA,NA,NA
"Kukuihaele",2097,"Hawaii","SCAN","Hawaii",947,20.0955,-155.50864,"200100000203","Kukuihaele","S05HI001002","05N0574"
"Kyle Canyon",2141,"Nevada","SCAN","Clark",7046,36.26527,-115.60852,"150100150301","Kyle Canyon","S08NV003002","08N0496"
"Lake Creek R.S.",563,"Oregon","SNOTEL","Grant",5240,44.21007,-118.63752,"170501160102",NA,NA,NA
"Lake Eldora",564,"Colorado","SNOTEL","Gilpin",9700,39.93678,-105.58956,"101900050402",NA,NA,NA
"Lake Irene",565,"Colorado","SNOTEL","Grand",10700,40.41432,-105.8198,"140100010302",NA,NA,NA
"Lakefork #1",566,"Utah","SNOTEL","Duchesne",10128,40.59709,-110.43316,"140600030705",NA,NA,NA
"Lakefork #3",1116,"Utah","SNOTEL","Duchesne",8464,40.5502,-110.3529,"140600030705","Lakefork #3","S2009UT013002","10N0500"
"Lakefork Basin",513,"Utah","SNOTEL","Duchesne",10885,40.73785,-110.62121,"140600030601",NA,NA,NA
"Lakeview Ridge",568,"Montana","SNOTEL","Beaverhead",7400,44.58907,-111.82498,"100200010105",NA,NA,NA
"Lamance Creek",569,"Nevada","SNOTEL","Humboldt",6395,41.51542,-117.63197,"160401090603",NA,NA,NA
"Lamoille #3",570,"Nevada","SNOTEL","Elko",8051,40.6448,-115.3812,"160401010607",NA,NA,NA
"Laprele Creek",571,"Wyoming","SNOTEL","Converse",8375,42.43583,-105.86083,"101800071201",NA,NA,NA
"Larsen Creek",1134,"Wyoming","SNOTEL","Sublette",9000,42.5801,-109.0883,"101800060101",NA,NA,NA
"Lasal Mountain",572,"Utah","SNOTEL","Grand",9578,38.48226,-109.27198,"140300050404",NA,NA,NA
"Lasal Mountain-Lower",1215,"Utah","SNOTEL","San Juan",8783,38.48167,-109.29164,"140300050404","Lasal Mountain-Lower","S2012UT037001","13N57550"
"Laurel Draw",573,"Nevada","SNOTEL","Elko",6682,41.77637,-116.02957,"170501040202",NA,NA,NA
"Leavitt Lake",574,"California","SNOTEL","Mono",9604,38.27594,-119.61281,"160503020104","Leavitt Lake","S10CA051002","11N0377"
"Leavitt Meadows",575,"California","SNOTEL","Mono",7198,38.30367,-119.55111,"160503020104",NA,NA,NA
"Lee Canyon",1112,"Nevada","SNOTEL","Clark",8626,36.30537,-115.67508,"150100150206","Lee Canyon","S09NV003006","10N0514"
"Lehman",2106,"Texas","SCAN","Cochran",3767,33.62647,-102.7453,"120800010301","Lehman","S2004TX079001","04N0398"
"Lemhi Ridge",576,"Montana","SNOTEL","Beaverhead",8100,44.9938,-113.44399,"100200011106",NA,NA,NA
"Levelland",2105,"Texas","SCAN","Hockley",3510,33.55125,-102.37392,"120500040203","Levelland","S2004TX219001","04N0397"
"Lewis Lake Divide",577,"Wyoming","SNOTEL","Teton",7850,44.20862,-110.66628,"170401010104",NA,NA,NA
"Lewis Peak",1006,"Nevada","SNOTEL","Lander",7370,40.3572,-116.8647,"160401070903",NA,NA,NA
"Lick Creek",578,"Montana","SNOTEL","Gallatin",6860,45.5041,-110.96625,"100200081001",NA,NA,NA
"Lightning Ridge",1056,"Utah","SNOTEL","Weber",8215,41.35891,-111.48749,"160201020201","Lightining Ridge","05UT057001","05N0632"
"Lightning Ridge",1056,"Utah","SNOTEL","Weber",8215,41.35891,-111.48749,"160201020201","Lightining Ridge_Aspen","05UT057002","05N0633"
"Lightning Ridge",1056,"Utah","SNOTEL","Weber",8215,41.35891,-111.48749,"160201020201","Lightining Ridge_Conifer","05UT057003","05N0634"
"Lily Lake",579,"Utah","SNOTEL","Summit",9133,40.86493,-110.79813,"160101010103",NA,NA,NA
"Lily Pond",580,"Colorado","SNOTEL","Conejos",11000,37.37929,-106.54835,"130100020302",NA,NA,NA
"Lind #1",2021,"Washington","SCAN","Adams",1640,47,-118.56667,"170200150807","Lind #1","S1992WA001001","92P0680"
"Lindsay",581,"Montana","SCAN","Dawson",2871,47.21415,-105.18702,"101000041002","Lindsay","S2006MT021001","07N0152"
"Little Bear",582,"Utah","SNOTEL","Cache",6548,41.40562,-111.82607,"160102030103",NA,NA,NA
"Little Chena Ridge",947,"Alaska","SNOTEL","Fairbanks North Star",2000,65.12422,-146.7339,"190803060706",NA,NA,NA
"Little Goose",1131,"Wyoming","SNOTEL","Johnson",8870,44.54315,-107.17865,"100901010105",NA,NA,NA
"Little Grassy",583,"Utah","SNOTEL","Washington",6065,37.48631,-113.84582,"160300061302",NA,NA,NA
"Little Meadows",584,"Oregon","SNOTEL","Linn",4020,44.61297,-122.22565,"170900060301",NA,NA,NA
"Little Red Fox",2155,"Utah","SCAN","Duchesne",5395,40.17957,-110.30464,"140600030406","Little Red Fox","S2009UT013004","10N0502"
"Little River",2027,"Georgia","SCAN","Tift",350,31.5,-83.55,"031102040105","Little River","99GA277001","99P0385"
"Little Snake River",1047,"Wyoming","SNOTEL","Carbon",8915,41.07053,-106.94283,"140500030103",NA,NA,NA
"Little Valley",1242,"Nevada","SNOTEL","Washoe",6493,39.25259,-119.8771,"160501020301","Little Valley","S2013NV031001","14N0340"
"Little Warm",585,"Wyoming","SNOTEL","Fremont",9370,43.50278,-109.752,"100800010212",NA,NA,NA
"Livingston-UWA",2114,"Alabama","SCAN","Sumter",144,32.608,-88.19743,"031602020404","Livingston-UWA","S2006AL119001","06N0789"
"Lizard Head Pass",586,"Colorado","SNOTEL","Dolores",10200,37.79926,-107.92426,"140300020201",NA,NA,NA
"Lobdell Lake",587,"California","SNOTEL","Mono",9249,38.43745,-119.36572,"160503020201",NA,NA,NA
"Lolo Pass",588,"Idaho","SNOTEL","Idaho",5240,46.63448,-114.58072,"170102051401",NA,NA,NA
"Lone Cone",589,"Colorado","SNOTEL","San Miguel",9600,37.89183,-108.19544,"140300030302",NA,NA,NA
"Lone Mountain",590,"Montana","SNOTEL","Madison",8880,45.27412,-111.42692,"100200080201",NA,NA,NA
"Lone Pine",591,"Washington","SNOTEL","Skamania",3930,46.27143,-121.96288,"170800020203",NA,NA,NA
"Lonesome Beaver",1261,"Utah","SNOTEL","Garfield",9410,38.07,-110.77241,"140700010301","Lonesome Beaver","S2014UT017002","15N0471"
"Long Draw Resv",1123,"Colorado","SNOTEL","Larimer",9980,40.5123,-105.7656,"101900070203",NA,NA,NA
"Long Flat",592,"Utah","SNOTEL","Washington",7982,37.51255,-113.39661,"160300061403",NA,NA,NA
"Long Lake",1001,"Alaska","SNOTEL","Juneau",850,58.186,-133.83217,"190102060505",NA,NA,NA
"Long Valley",1016,"Idaho","SNOTEL","Valley",4890,44.78835,-116.08878,"170501230206",NA,NA,NA
"Long Valley Jct",593,"Utah","SNOTEL","Kane",7465,37.48756,-112.51458,"150100080201",NA,NA,NA
"Lookout",594,"Idaho","SNOTEL","Shoshone",5190,47.45749,-115.70457,"170103020101",NA,NA,NA
"Lookout Mountain",595,"New Mexico","SNOTEL","Sierra",8500,33.36027,-107.83122,"150400010402",NA,NA,NA
"Lookout Peak",596,"Utah","SNOTEL","Salt Lake",8161,40.83731,-111.70965,"160202040302",NA,NA,NA
"Loomis Park",597,"Wyoming","SNOTEL","Sublette",8240,43.17387,-110.14007,"140401010201",NA,NA,NA
"Los Lunas PMC",2169,"New Mexico","SCAN","Valencia",4846,34.7715,-106.76288,"130202030604","Los Lunas PMC","S09NM061001","10N0134"
"Lost Creek Resv",1118,"Utah","SNOTEL","Morgan",6082,41.22155,-111.35947,"160201010603","Lost Creek Resv","S2010UT029001","11N0368"
"Lost Dog",940,"Colorado","SNOTEL","Routt",9320,40.81588,-106.74835,"140500010203",NA,NA,NA
"Lost Horse",599,"Washington","SNOTEL","Yakima",5120,46.3575,-121.08095,"170300030302",NA,NA,NA
"Lost Lake",600,"Idaho","SNOTEL","Shoshone",6110,47.0809,-115.9604,"170603080101",NA,NA,NA
"Lost-Wood Divide",601,"Idaho","SNOTEL","Blaine",7900,43.82432,-114.26402,"170402190304",NA,NA,NA
"Louis Meadow",972,"Utah","SNOTEL","Salt Lake",6700,40.83033,-111.76457,"160202040304",NA,NA,NA
"Loveland Basin",602,"Colorado","SNOTEL","Clear Creek",11400,39.67433,-105.90133,"101900040102",NA,NA,NA
"Lovell Summit",2146,"Nevada","SCAN","Clark",6582,36.16555,-115.61195,"160600150401","Lovell Summit","S08NV003004","08N0498 "
"Lovelock NNR",2116,"Nevada","SCAN","Pershing",3934,40.09247,-118.49345,"160401081100","Lovelock Nnr","S2006NV027001","07N0011"
"Lower Kachemak Creek",1265,"Alaska","SNOTEL","Kenai Peninsula",1915,59.73507,-150.69327,"190203011101",NA,NA,NA
"Lower Twin",603,"Montana","SNOTEL","Madison",7900,45.50871,-111.92288,"100200071101",NA,NA,NA
"Lubrecht Flume",604,"Montana","SNOTEL","Missoula",4680,46.88293,-113.32228,"170102031204",NA,NA,NA
"Lucky Strike",605,"Oregon","SNOTEL","Umatilla",4970,45.27478,-118.8479,"170701030606",NA,NA,NA
"Lye Brook",2042,"Vermont","SCAN","Bennington",2435,43.05,-73.03333,"020200030202","Lye Brook","S2000VT003002","00P1238"
"Lyman Lake",606,"Washington","SNOTEL","Chelan",5980,48.19798,-120.91678,"170200090203",NA,NA,NA
"Lynhart Ranch",2074,"Oregon","SCAN","Klamath",4092,42.01865,-121.38869,"180102040906","Lynhart Ranch","03OR035015","04N0389"
"Lynn Lake",1069,"Washington","SNOTEL","King",3900,47.20172,-121.77972,"171100130203",NA,NA,NA
"Lynx Pass",607,"Colorado","SNOTEL","Routt",8880,40.07806,-106.67028,"140100011001",NA,NA,NA
"MF Nooksack",1011,"Washington","SNOTEL","Whatcom",4970,48.82453,-121.92951,"171100040303",NA,NA,NA
"Madison Butte",608,"Oregon","SNOTEL","Morrow",5150,45.10513,-119.49585,"170702041101",NA,NA,NA
"Madison Plateau",609,"Montana","SNOTEL","Gallatin",7750,44.58623,-111.11627,"100200070204",NA,NA,NA
"Magic Mountain",610,"Idaho","SNOTEL","Twin Falls",6880,42.18072,-114.28662,"170402120601",NA,NA,NA
"Mahantango Ck",2028,"Pennsylvania","SCAN","Northumberland",730,40.66667,-76.66667,"020503010801","Mahantango Ck","99PA049014","99P0359"
"Mammoth Cave",2079,"Kentucky","SCAN","Hart",800,37.1864,-86.04093,"051100010808","Mammoth Cave","2003KY099001","03N0974"
"Mammoth-Cottonwood",612,"Utah","SNOTEL","Sanpete",8709,39.68338,-111.31818,"160300040203",NA,NA,NA
"Mana House",2102,"Hawaii","SCAN","Hawaii",4234,19.95658,-155.53517,"200100000202","Mana House","S05HI001006","05N0578"
"Mancos",905,"Colorado","SNOTEL","Montezuma",10000,37.43087,-108.16954,"140801070102",NA,NA,NA
"Mandan #1",2020,"North Dakota","SCAN","Morton",1930,46.76667,-100.91667,"101301020105","Mandan #1","92ND059400","92P1023"
"Manderfield",2156,"Utah","SCAN","Beaver",6185,38.36649,-112.64291,"160300070101","Manderfield","S2009UT001001","09N1045"
"Many Glacier",613,"Montana","SNOTEL","Glacier",4900,48.79698,-113.6705,"090400010201",NA,NA,NA
"Marble Creek",2149,"California","SCAN","Mono",6183,37.77767,-118.4209,"180901020501","Marble Creek","S2009CA051001","09N0892"
"Maricao Forest",15,"Puerto Rico","SCAN","Mayaguez",2450,18.15,-67.00468,"210100030405","Maricao Forest","S2001PR125007R","01N1042"
"Marion Forks",614,"Oregon","SNOTEL","Linn",2590,44.59397,-121.97365,"170900050205",NA,NA,NA
"Mark Twain HS",2225,"Missouri","SCAN","Ralls",730,39.51311,-91.51401,"071100070205",NA,NA,NA
"Marlette Lake",615,"Nevada","SNOTEL","Carson City",7884,39.16395,-119.89672,"160501010201",NA,NA,NA
"Marquette",616,"Wyoming","SNOTEL","Park",8760,44.3016,-109.24019,"100800130303",NA,NA,NA
"Marten Ridge",999,"Washington","SNOTEL","Whatcom",3520,48.76292,-121.69823,"171100051004",NA,NA,NA
"Mascoma River",2043,"New Hampshire","SCAN","Grafton",1400,43.78333,-72.03333,"010801060101","Mascoma River","S1998NH009001","99P0062"
"Mason #1",2004,"Illinois","SCAN","Mason",570,40.31667,-89.9,"071300030507","Mason #1","S1991IL125001","92P0196"
"Maverick Fork",617,"Arizona","SNOTEL","Apache",9200,33.92121,-109.45881,"150601010104",NA,NA,NA
"May Creek",1096,"Alaska","SNOTEL","Valdez-Cordova",1610,61.34783,-142.70967,"190201031603",NA,NA,NA
"Mayaguez TARS",2112,"Puerto Rico","SCAN","Mayaguez",45,18.20902,-67.13648,"210100030301","Mayaguez TARS","S2007PR097001","07N0372"
"Mayday",2110,"Mississippi","SCAN","Yazoo",108,32.86153,-90.51989,"080302060902","Mayday","S2005MS163001","05N0874"
"Mc Clure Pass",618,"Colorado","SNOTEL","Pitkin",9500,39.12897,-107.28806,"140200040203",NA,NA,NA
"McAllister Farm",2075,"Tennessee","SCAN","Lincoln",913,35.06445,-86.59137,"060300020302","McAllister Farm","2003TN103001","03N0738"
"McGrath",785,"Alaska","SNOTEL","Yukon-Koyukuk",340,62.94652,-155.6102,"190304050502",NA,NA,NA
"Mccoy Park",1040,"Colorado","SNOTEL","Eagle",9480,39.60468,-106.54128,"140100030302",NA,NA,NA
"Mccracken Mesa",2140,"Utah","SCAN","San Juan",5315,37.44671,-109.33776,"140802010508","McCracken Mesa","S07UT037005","08N0143"
"Mckenzie",619,"Oregon","SNOTEL","Lane",4770,44.2103,-121.87292,"170900040207",NA,NA,NA
"Mcknight Cabin",1048,"New Mexico","SNOTEL","Grant",9240,33.00812,-107.86975,"130302020103",NA,NA,NA
"Mcneil Canyon",1003,"Alaska","SNOTEL","Kenai Peninsula",1320,59.74433,-151.25133,"190203010806",NA,NA,NA
"Mcneil River SGS",1191,"Alaska","SNOTEL","Kenai Peninsula",140,59.08332,-154.27543,"190206021207",NA,NA,NA
"Meadow Lake",620,"Idaho","SNOTEL","Lemhi",9150,44.43655,-113.31815,"170602040101",NA,NA,NA
"Meadows Pass",897,"Washington","SNOTEL","King",3230,47.28312,-121.47197,"171100120101",NA,NA,NA
"Med Bow",1196,"Wyoming","SNOTEL","Carbon",10500,41.37833,-106.34681,"101800040302",NA,NA,NA
"Medano Pass",914,"Colorado","SNOTEL","Saguache",9649,37.85164,-105.43614,"130100030604",NA,NA,NA
"Merchant Valley",621,"Utah","SNOTEL","Beaver",8705,38.30285,-112.43637,"160300070201",NA,NA,NA
"Merritt Mountain",1207,"Nevada","SNOTEL","Elko",6915,41.8927,-115.858,"170501020601","Merritt Mountain","S2014NV007024","15N0476"
"Mesa Lakes",622,"Colorado","SNOTEL","Mesa",10000,39.05831,-108.05835,"140100051307",NA,NA,NA
"Mica Creek",623,"Idaho","SNOTEL","Shoshone",4510,47.15045,-116.26643,"170103040604",NA,NA,NA
"Michigan Creek",937,"Colorado","SNOTEL","Park",10600,39.43577,-105.91078,"101900010404",NA,NA,NA
"Midas",1206,"Nevada","SNOTEL","Elko",6630,41.26873,-116.80332,"160401060402","Midas","S2014NV007033","15N0480"
"Middle Creek",624,"Colorado","SNOTEL","Mineral",11250,37.61978,-107.03482,"130100010501",NA,NA,NA
"Middle Fork Bradley",1064,"Alaska","SNOTEL","Kenai Peninsula",2300,59.77683,-150.75733,"190203011102",NA,NA,NA
"Middle Fork Camp",1014,"Colorado","SNOTEL","Grand",8940,39.7956,-106.0273,"140100010402",NA,NA,NA
"Middle Powder",625,"Wyoming","SNOTEL","Washakie",7760,43.62728,-107.18138,"100800080205",NA,NA,NA
"Midway Valley",626,"Utah","SNOTEL","Iron",9827,37.56933,-112.83849,"160300010101","Midway Valley","S2014UT021001","15N0472"
"Milford",2129,"Utah","SCAN","Beaver",5005,38.34196,-113.01053,"160300070406","Milford","S07UT001001","07N0494"
"Milk Shakes",1079,"Oregon","SNOTEL","Wallowa",5580,45.9821,-117.94883,"170701020201",NA,NA,NA
"Mill Creek Summit",627,"Idaho","SNOTEL","Custer",8800,44.47212,-114.48992,"170602010501",NA,NA,NA
"Mill-D North",628,"Utah","SNOTEL","Salt Lake",8963,40.65883,-111.63683,"160202040201",NA,NA,NA
"Miller Woods",1084,"Oregon","SNOTEL","Yamhill",420,45.24755,-123.27563,"170900080606",NA,NA,NA
"Mineral Creek",629,"Colorado","SNOTEL","San Juan",10040,37.84747,-107.72657,"140801040103",NA,NA,NA
"Mining Fork",631,"Utah","SNOTEL","Tooele",8295,40.49384,-112.61141,"160203040503",NA,NA,NA
"Moccasin",2119,"Montana","SCAN","Judith Basin",4256,47.05818,-109.95082,"100401030508","Moccasin","S06MT045001","07N0151"
"Molas Lake",632,"Colorado","SNOTEL","San Juan",10500,37.74932,-107.68866,"140801040302",NA,NA,NA
"Molly Caren #1",2014,"Ohio","SCAN","Madison",1060,39.95,-83.45,"050600020102","Molly Caren #1","S1992OH097001","92P0724"
"Monahan Flat",1094,"Alaska","SNOTEL","Matanuska-Susitna",2710,63.30533,-147.64633,"190205010304",NA,NA,NA
"Monitor Pass",633,"California","SNOTEL","Alpine",8306,38.6683,-119.6087,"160502010201",NA,NA,NA
"Monocline Ridge",2217,"California","SCAN","Fresno",875,36.54417,-120.55463,"180300090904",NA,NA,NA
"Monte Cristo",634,"Utah","SNOTEL","Cache",8932,41.46547,-111.49688,"160102030201","Monte Cristo","S11UT057001","12N7846"
"Monument Creek",949,"Alaska","SNOTEL","Fairbanks North Star",1850,65.07833,-145.87067,"190803060402",NA,NA,NA
"Monument Peak",635,"Montana","SNOTEL","Park",8850,45.21759,-110.237,"100700020902",NA,NA,NA
"Moon Pass",1124,"Colorado","SNOTEL","Saguache",11140,37.96661,-106.55837,"130100040201",NA,NA,NA
"Moonshine",636,"Idaho","SNOTEL","Lemhi",7440,44.4147,-113.39812,"170402170201",NA,NA,NA
"Moore Creek Bridge",1176,"Alaska","SNOTEL","Skagway",2250,59.58783,-135.2105,"190103030203",NA,NA,NA
"Moose Creek",638,"Idaho","SNOTEL","Lemhi",6200,45.67008,-113.95315,"170602030601",NA,NA,NA
"Moose Inc",2062,"Alaska","SCAN","Kenai Cook Inlet",132,59.68333,-151.36667,"190203010805",NA,NA,NA
"Moraine",1035,"Alaska","SNOTEL","Anchorage",2100,61.37727,-148.99917,"190204010103",NA,NA,NA
"Mores Creek Summit",637,"Idaho","SNOTEL","Boise",6100,43.932,-115.66588,"170501110503",NA,NA,NA
"Morgan",2133,"Utah","SCAN","Morgan",5113,40.9999,-111.68555,"160201020106","Morgan","S2013UT029001","14N0335"
"Morgan Creek",639,"Idaho","SNOTEL","Lemhi",7600,44.84237,-114.26871,"170602030901",NA,NA,NA
"Mormon Mountain",640,"Arizona","SNOTEL","Coconino",7500,34.94109,-111.51849,"150200150201",NA,NA,NA
"Mormon Mtn Summit",1125,"Arizona","SNOTEL","Coconino",8500,34.96964,-111.50922,"150200150202","Mormon Mtn Summit","S08AZ005002","08N0585"
"Morris Farms",2178,"Alabama","SCAN","Macon",220,32.41222,-85.91028,"031501100504","Morris Farms","S10AL087001","10N1240"
"Morris Farms",2178,"Alabama","SCAN","Macon",220,32.41222,-85.91028,"031501100504","Morris Farms","S10AL087001","10N1240"
"Morse Lake",642,"Washington","SNOTEL","Yakima",5410,46.90585,-121.4827,"170300020106",NA,NA,NA
"Mosby Mtn.",643,"Utah","SNOTEL","Uintah",9553,40.60798,-109.8881,"140600100702",NA,NA,NA
"Moscow Mountain",989,"Idaho","SNOTEL","Latah",4700,46.805,-116.8535,"170603061002",NA,NA,NA
"Moses Mtn",644,"Washington","SNOTEL","Okanogan",5010,48.36163,-119.08159,"170200061903",NA,NA,NA
"Mosquito Ridge",645,"Idaho","SNOTEL","Shoshone",5260,48.05726,-116.23055,"170103010101",NA,NA,NA
"Moss Peak",646,"Montana","SNOTEL","Lake",6780,47.68493,-113.9623,"170102080404",NA,NA,NA
"Moss Springs",647,"Oregon","SNOTEL","Union",5760,45.27173,-117.68747,"170601040702",NA,NA,NA
"Mount Crag",648,"Washington","SNOTEL","Jefferson",3960,47.7637,-123.026,"171100180601",NA,NA,NA
"Mount Gardner",898,"Washington","SNOTEL","King",2920,47.35768,-121.56812,"171100120103",NA,NA,NA
"Mount Lockhart",649,"Montana","SNOTEL","Teton",6400,47.91727,-112.8238,"100302050102",NA,NA,NA
"Mount Mansfield",2041,"Vermont","SCAN","Chittenden",2236,44.53333,-72.83333,"041504050201","Mount Mansfield","S2000VT007001","00P1236"
"Mountain Home",2134,"Utah","SCAN","Duchesne",6927,40.37263,-110.40602,"140600030802","Mountain Home","S07UT037005","08N0143"
"Mountain Meadows",650,"Idaho","SNOTEL","Idaho",6320,45.69694,-115.22972,"170603020301",NA,NA,NA
"Mowich",941,"Washington","SNOTEL","Pierce",3160,46.92833,-121.95232,"171100140105",NA,NA,NA
"Mt Baldy",1224,"Utah","SNOTEL","Sanpete",9524,39.13648,-111.50527,"160300040402","Mt Baldy","S2012UT039001","13N57552"
"Mt Hood Test Site",651,"Oregon","SNOTEL","Clackamas",5370,45.32097,-121.7158,"170800010302",NA,NA,NA
"Mt Pennell",1269,"Utah","SNOTEL","Garfield",9209,37.97793,-110.7933,"140700010502",NA,NA,NA
"Mt Rose Ski Area",652,"Nevada","SNOTEL","Washoe",8801,39.31573,-119.89473,"160501020304",NA,NA,NA
"Mt Vernon",2060,"Missouri","SCAN","Lawrence",1150,37.06667,-93.88333,"110702070107","Mt. Vernon","S2002MO109001","02N0200"
"Mt. Alyeska",1103,"Alaska","SNOTEL","Anchorage",1540,60.95983,-149.08617,"190203020702",NA,NA,NA
"Mt. Eyak",1073,"Alaska","SNOTEL","Valdez-Cordova",1405,60.55,-145.745,"190202010200",NA,NA,NA
"Mt. Howard",653,"Oregon","SNOTEL","Wallowa",7910,45.26522,-117.17373,"170601050102",NA,NA,NA
"Mt. Ryan",948,"Alaska","SNOTEL","Fairbanks North Star",2800,65.25113,-146.15133,"190803060404",NA,NA,NA
"Mt. Tebo",1126,"Washington","SNOTEL","Mason",3384,47.46061,-123.41219,"171100170101",NA,NA,NA
"Muckamuck",1259,"Washington","SNOTEL","Okanogan",4470,48.58526,-119.86624,"170200062001",NA,NA,NA
"Mud Flat",654,"Idaho","SNOTEL","Owyhee",5730,42.6004,-116.55925,"170501041401",NA,NA,NA
"Mud Ridge",655,"Oregon","SNOTEL","Clackamas",4070,45.25362,-121.73673,"170800010302",NA,NA,NA
"Mule Creek",656,"Montana","SNOTEL","Beaverhead",8300,45.40957,-112.95927,"100200041303",NA,NA,NA
"Munson Ridge",950,"Alaska","SNOTEL","Fairbanks North Star",3100,64.85033,-146.20945,"190803060602",NA,NA,NA
"Myrtle Creek",1053,"Idaho","SNOTEL","Boundary",3520,48.72263,-116.46312,"170101040701",NA,NA,NA
"N Fk Elk Creek",657,"Montana","SNOTEL","Powell",6250,46.8716,-113.27725,"170102031204",NA,NA,NA
"N Piedmont Arec",2039,"Virginia","SCAN","Orange",520,38.23333,-78.11667,"020801060501",NA,NA,NA
"Nacogdoches",2228,"Texas","SCAN","Nacogdoches",245,31.504,-94.75994,"",NA,NA,NA
"Nast Lake",658,"Colorado","SNOTEL","Pitkin",8700,39.29722,-106.60694,"140100040504",NA,NA,NA
"Navajo Whiskey Ck",1138,"New Mexico","SNOTEL","San Juan",9050,36.17728,-108.94691,"140802040206",NA,NA,NA
"Nenana",2081,"Alaska","SCAN","Yukon-Koyukuk",415,64.68582,-148.9113,"190803090803",NA,NA,NA
"Nephi",2137,"Utah","SCAN","Juab",5245,39.64554,-111.87044,"160202010101","Nephi","S07UT023001","08N0139"
"Nevada Ridge",903,"Montana","SNOTEL","Lewis And Clark",7020,46.84234,-112.50787,"170102030302",NA,NA,NA
"Never Summer",1031,"Colorado","SNOTEL","Jackson",10280,40.40405,-105.95583,"101800010401",NA,NA,NA
